username,rating,sentiment,date,review,clean_review
M. I. Fadhil,1,Negative,2026-04-08 15:13:12,stop cancelling orders when the food is ready but the system is unable to find a driver either hold drivers accountable or find another way to resolve these situations that doesn't inconvenience both customers or vendors also stop delaying orders for no clear reason this app is really going down the drain,stop cancelling order food ready system unable find driver either hold driver accountable find another way resolve situation doesnt inconvenience customer vendor stop delaying order clear reason really going drain
BRANDT Lothar,5,Positive,2026-04-08 15:12:03,Great fast service.,great fast service
Zin Mg,5,Positive,2026-04-08 14:56:02,good,good
Rufina Pepito,3,Neutral,2026-04-08 14:53:59,grAb taxi. very usable for early morning trip,taxi usable early morning trip
PAULINE JOYCE DULAY,3,Neutral,2026-04-08 14:29:26,Please expand your location options.,expand location option
paolo galvez,1,Negative,2026-04-08 14:05:35,"BAD EXPERIENCE,I WILL NEVER USE THIS APP OR RECOMMEND TO MY FRIENDS AND FAMILY",bad experiencei never recommend friend family
Muhammad Normal,5,Positive,2026-04-08 13:43:23,best food,best food
Garry Kewish,5,Positive,2026-04-08 13:07:42,Grab make it easy and simple,make easy simple
John Wick,5,Positive,2026-04-08 12:50:18,nice,nice
Quendy 24,5,Positive,2026-04-08 12:48:07,👍😊,
Balqis Nabilah,4,Positive,2026-04-08 12:43:20,answering the call but it doesnt connect to my earbuds as it is already connected to my phone~ instead i have to pick up the phone and put it on my ear,answering call doesnt connect earbuds already connected phone instead pick phone put ear
Ofek,2,Negative,2026-04-08 12:25:03,"הבחירת מיקום פשוט גרועה, לא נוח להבין איפה הנהג נמצא, הממשק לא נוח ולא מובן מספיק, ולפעמים לוקח הרבה זמן למצוא נהג",
Ira Yong,1,Negative,2026-04-08 12:24:08,"Driver was 6 mins away. The stupid system rerouted him onto another route which took 13 mins instead, and no, there was no accident or delay on the 6 min route. Come on, how long have you guys been running this system, still making such elementary mistakes?",driver min away stupid system rerouted onto another route took min instead accident delay min route come long guy running system still making elementary mistake
Flava,1,Negative,2026-04-08 11:27:47,"Well, after yesterday's event where my RM 295 gone due to failure of topping up wallet, and the money still not refunded to my bank account, I am hereby announce that I quit using Grab. Thank you for everything. God bless you for that stolen money 🙏🏻",well yesterday event gone due failure topping wallet money still refunded bank account hereby announce quit using thank everything god bless stolen money
diana hazel aguila celino,5,Positive,2026-04-08 10:33:18,good,good
Flore Coessens,1,Negative,2026-04-08 10:25:10,just. no.,
Rajinivinoth S,5,Positive,2026-04-08 10:08:57,useful 👍,useful
Clarito Bojangin,5,Positive,2026-04-08 09:57:37,very satisfied..at Ang bait p Ng drayber. thank you po Ng marami grabb,satisfiedat ang bait drayber thank marami grabb
Bhup Bahadur Budhathoki,5,Positive,2026-04-08 09:44:55,good,good
Gumdong Madasig,1,Negative,2026-04-08 09:42:05,the service is not that good enough and the drivers wasn't responsible for any emergencies occur,service good enough driver wasnt responsible emergency occur
Tan Hendarto,1,Negative,2026-04-08 09:19:46,too much ads,much ad
Zulkifle Brahim,5,Positive,2026-04-08 09:11:05,good,good
MD Raffiq,5,Positive,2026-04-08 09:02:57,good,good
ichigo ide,1,Negative,2026-04-08 08:33:44,Grab discount not working properly. 90% of the restaurants do NOT have discount.,discount working properly restaurant discount
JSK,5,Positive,2026-04-08 03:12:57,Great,great
leandro Gabriel,5,Positive,2026-04-08 00:29:50,awsome,awsome
Jm Quijote,5,Positive,2026-04-08 00:03:58,Excellent,excellent
Sarah Jalotjot,1,Negative,2026-04-07 23:18:49,"some riders are incompetent, the application needs improvement especially in calls and other methods contacting the recepient",rider incompetent application need improvement especially call method contacting recepient
Sonnet Hyaluronate,1,Negative,2026-04-07 22:59:40,"i have an overall good experience for operational wise. it's just...kinda hypocritical of you for having ""green programme contribution"" while continuously using generative AI for your content and app icons. not only they look uglee, but it's not-so eco-friendly choice to make. i commissioned real human artist for a customized pfp to my liking with my own saving, i think a big company with (supposedly) integrity like you would have bigger budget for hiring one as well, right?",overall good experience operational wise justkinda hypocritical green programme contribution continuously using generative content icon look uglee notso ecofriendly choice make commissioned real human artist customized pfp liking saving think big company supposedly integrity like bigger budget hiring well right
Eta Sinuhaji,5,Positive,2026-04-07 22:52:48,guud job,guud job
Stygian ?,1,Negative,2026-04-07 22:52:21,"so many fake promos, the audacity",many fake promos audacity
Rahul Choudhari,1,Negative,2026-04-07 22:46:20,unavailable in my area,unavailable area
R s,1,Negative,2026-04-07 22:16:57,sangat sulit dpt bantuan dari support. dan depat hanya chatbot . nambah berikan salah informasi. katanya sopir sudah dpt. padahal tidak ada. makin hari makin muak sama raid apps.,sangat sulit dpt bantuan dari support dan depat hanya chatbot nambah berikan salah informasi katanya sopir sudah dpt padahal tidak ada makin hari makin muak sama raid apps
Anna Devi G.Subramaniam,3,Neutral,2026-04-07 21:14:36,I WAS TOTALLY DISAPPOINTED WHEN I WAS SCAMMED AND CHEATED AND LIED BY A MALAY DRIVER MAROON CAR CANCELLED AND NEVER TURNED UP BUT BLAME I FAILED TO SHOW UP. I WAS CHARGED RM 3 FOR HIS MISTAKES. THE SAME ISSUE'S HAPPENED TWICE BEFORE. MALAY LADY WAS RUDE AND SARCASTIC AFTER I WAS INSIDE HER CAR. PLEASE TAKE A GOOD HONEST DRIVER WHO FEAR GOD JESUS CHRIST. HE IS WATCHING,totally disappointed scammed cheated lied malay driver maroon car cancelled never turned blame failed show charged mistake issue happened twice malay lady rude sarcastic inside car take good honest driver fear god jesus christ watching
Adityo Nugroho,1,Negative,2026-04-07 21:05:56,opsi reguler sm hemat ternyata sama saja lamanya! tau gini pake hemat aja sekalian..,opsi reguler hemat ternyata sama saja lamanya tau gini pake hemat aja sekalian
Sunny O 'sulevan,5,Positive,2026-04-07 20:56:39,nice was funny good guy,nice funny good guy
Adrian foister,5,Positive,2026-04-07 20:39:14,excellent service around,excellent service around
Rey Nunez,5,Positive,2026-04-07 20:32:20,very good apps,good apps
Kavitha,5,Positive,2026-04-07 20:30:34,very friendly driver,friendly driver
MD AZIZBB,5,Positive,2026-04-07 19:36:02,👌,
Gulengz “Gulengz”,1,Negative,2026-04-07 19:31:16,Editing my rating from 4 stars to 1.this app enables riders to scam your money and does not deliver your goods. Yet their feedback system takes days to reply with a single question and then ghost you again with to resolution.,editing rating star enables rider scam money deliver good yet feedback system take day reply single question ghost resolution
"Christian Caballes, M.D.",1,Negative,2026-04-07 19:18:47,"Does not support landscape mode. It's ""sooo sloooow"" to open despite my phone having a Mediatek Dimensity 8300 chipset. Plus, too many advertisements.",support landscape mode sooo sloooow open despite phone mediatek dimensity chipset plus many advertisement
Mariani Manan,5,Positive,2026-04-07 19:09:32,Service pengantaran tip top...food nya teruk..tdk berbaloi dgn harga nya mcm kita kambing .. indah gambar dr rasa..my first time n last time beli di Subway...😑,service pengantaran tip topfood nya teruktdk berbaloi dgn harga nya mcm kita kambing indah gambar rasamy first time last time beli subway
aini nabilah,1,Negative,2026-04-07 18:46:31,"suddenly rider said i pinned to wrong location when i put the address correct already. then when rider call grab says to just ""send it to the pin location"". what a joke! the rider tried to scam said he can bring it to the address but need to pay more. funny thing is he asked for my whatsapp pretty sure to avoid grab from ban him. please pick cash for payment so rider won't just leave us hanging and grab won't just asked rider to ""leave it there"" lol. great job at driving your customer away.",suddenly rider said pinned wrong location put address correct already rider call say send pin location joke rider tried scam said bring address need pay funny thing asked whatsapp pretty sure avoid ban pick cash payment rider wont leave hanging wont asked rider leave lol great job driving customer away
Leony Sutanto,4,Positive,2026-04-07 18:39:59,"Great in-app experience so far, it's just when I wanna give 5 star ratings to drivers, the section ""Yay! What impressed you?"" is not friendly enough when I wanna select all the options. Better make it up-down rather than left-right since it takes more effort to select and swipe left and select the rest. But when it's up-down we could just select it all without swiping since we use our phone mostly in portrait mode. I hope u get what I mean. Thank u.",great inapp experience far wan give star rating driver section yay impressed friendly enough wan select option better make updown rather leftright since take effort select swipe left select rest updown select without swiping since phone mostly portrait mode hope mean thank
Getsantia Aura,1,Negative,2026-04-07 18:26:46,"JANGAN PAKE AI, GA MODAL BANGET",jangan pake modal banget
Irene Gallego,5,Positive,2026-04-07 18:05:15,good,good
Carla T Trimmel,5,Positive,2026-04-07 17:59:43,"Used in vietnam, Cambodia and bangkok. It's so easy to use. My drivers were generally quick, less than 5 min wait. I only waited about 10 mins when I ordered a car once during peak hours. I had no problems with the app over 3 weeks of using it and drivers were very professional. Top app.",used vietnam cambodia bangkok easy driver generally quick less min wait waited min ordered car peak hour problem week using driver professional top
Thao Nguyen,5,Positive,2026-04-07 17:45:06,"Good service, fast delivery",good service fast delivery
Nadiah Mohamad Nadi Hm,5,Positive,2026-04-07 17:29:50,very slow this time my area i've been waiting more than a half hour....puchong tmn putra perdana,slow time area ive waiting half hourpuchong tmn putra perdana
alia akabane,1,Negative,2026-04-07 17:01:41,"Saya pesan GrabBike XL karena bawa barang besar, tapi driver datang dengan motor kecil (Jupiter) dan tidak sesuai untuk layanan XL. Driver juga baru memberi tahu saat hampir sampai. Ini sangat tidak sesuai dengan layanan yang saya pesan dan cukup merugikan.",saya pesan grabbike karena bawa barang besar tapi driver datang dengan motor kecil jupiter dan tidak sesuai untuk layanan driver juga baru memberi tahu saat hampir sampai ini sangat tidak sesuai dengan layanan yang saya pesan dan cukup merugikan
Louise Viñegas,1,Negative,2026-04-07 16:44:03,I can't log in!,cant log
Bagus Himawasto,1,Negative,2026-04-07 16:20:52,datang lama banget Dan gak nyaman,datang lama banget dan gak nyaman
